CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditScoreBand,TenureGroup,BalanceSegment,ActivityStatus,CardStatus,ChurnStatus,HighValueCustomer,BalanceAtRisk,ChurnRiskScore
15719606,657,France,Male,50,9,0.0,2,0,0,37171.46,0,46-60,Medium,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.4081579194097397
15644119,531,France,Male,31,3,0.0,1,1,1,42589.33,0,30-45,Low,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.3138174832548763
15646859,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0,46-60,Medium,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.7848917358803391
15606836,782,France,Female,33,2,94493.03,1,0,1,101866.39,0,30-45,High,New,Low-balance,Active,No credit card,Retained,False,0.0,0.22787381761778344
15664150,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,0,<30,Low,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.21620705494251752
15624510,696,France,Male,52,6,139781.06,1,1,0,27445.4,1,46-60,Medium,Mid-term,High-balance,Inactive,Has credit card,Churned,True,139781.06,0.8118454663873672
15810944,586,France,Female,35,7,0.0,2,1,0,70760.69,0,30-45,Medium,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.15700033409699007
15668575,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1,<30,Medium,Long-term,High-balance,Active,No credit card,Churned,True,148610.41,0.7921058085029826
15603246,498,France,Male,73,2,170241.7,2,1,1,165407.96,0,60+,Low,New,High-balance,Active,Has credit card,Retained,True,0.0,0.31018727538953333
15804002,691,France,Female,33,1,128306.83,1,1,1,113580.79,0,30-45,Medium,New,High-balance,Active,Has credit card,Retained,True,0.0,0.23370609412682383
15728773,568,France,Female,47,7,0.0,2,1,1,45978.39,0,46-60,Low,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.2958455042161044
15598044,715,France,Female,35,3,0.0,1,1,1,152012.36,0,30-45,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.31002932302860814
15694829,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0,30-45,Medium,Long-term,High-balance,Active,No credit card,Retained,True,0.0,0.30294445992638946
15600575,802,Spain,Male,41,6,0.0,2,1,0,47322.05,0,30-45,High,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.12186720606508077
15727311,539,France,Female,22,0,100885.93,2,1,1,38772.65,0,<30,Low,New,High-balance,Active,Has credit card,Retained,True,0.0,0.1850223333722837
15570769,494,France,Male,69,9,93320.8,1,1,1,24489.44,0,60+,Low,Long-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.2779370922750356
15606274,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0,30-45,Medium,Mid-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.16701726094768277
15746139,596,France,Male,33,2,139451.67,1,0,0,63142.12,0,30-45,Medium,New,High-balance,Inactive,No credit card,Retained,True,0.0,0.26614399794950827
15704987,649,France,Female,52,8,49113.75,1,1,0,41858.43,0,46-60,Medium,Long-term,Low-balance,Inactive,Has credit card,Retained,False,0.0,0.857002672185567
15628972,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1,30-45,Medium,New,High-balance,Active,Has credit card,Churned,True,123906.22,0.7152719831643669
15697686,787,France,Female,40,6,0.0,2,1,1,84151.98,0,30-45,High,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.18968114705831593
15733883,604,France,Male,28,7,0.0,2,0,0,58595.64,0,<30,Medium,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.08597312017806452
15617482,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1,46-60,Low,New,High-balance,Inactive,Has credit card,Churned,True,131441.51,0.9322054922196285
15704583,651,France,Male,56,2,0.0,1,1,0,114522.68,1,46-60,Medium,New,Zero-balance,Inactive,Has credit card,Churned,False,0.0,0.8849012159226194
15621083,698,France,Male,57,6,136325.48,2,1,1,72549.27,1,46-60,Medium,Mid-term,High-balance,Active,Has credit card,Churned,True,136325.48,0.4243870750006266
15649487,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1,30-45,Low,Mid-term,High-balance,Inactive,Has credit card,Churned,True,113150.44,0.519638920749993
15736760,538,Spain,Female,42,9,0.0,1,0,0,152855.96,0,30-45,Low,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.7021008734860623
15714658,696,France,Female,33,4,0.0,2,1,1,73371.65,0,30-45,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.11856388676313571
15599081,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0,46-60,Low,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.7357797526943322
15705113,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0,30-45,Medium,Mid-term,Low-balance,Inactive,No credit card,Retained,False,0.0,0.321414316489111
15631159,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0,30-45,Medium,Mid-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.21991376977650284
15792818,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0,<30,Low,Mid-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.4351829340178392
15633531,717,France,Female,76,9,138489.66,1,1,1,68400.14,0,60+,Medium,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.3434062279247645
15744529,510,France,Male,63,8,0.0,2,1,1,115291.86,0,60+,Low,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.24454825636946467
15669656,632,France,Male,32,6,111589.33,1,1,1,170382.99,0,30-45,Medium,Mid-term,High-balance,Active,Has credit card,Retained,True,0.0,0.20414554302507548
15581198,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1,30-45,Medium,New,High-balance,Inactive,Has credit card,Churned,True,122104.79,0.7287157922614709
15729054,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0,30-45,High,Mid-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.25669096554187465
15573452,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0,30-45,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.7119491683993792
15776733,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0,30-45,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.4587411362337433
15724858,688,France,Female,54,9,0.0,1,1,0,191212.63,1,46-60,Medium,Long-term,Zero-balance,Inactive,Has credit card,Churned,False,0.0,0.8596237478099785
15713144,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0,46-60,Medium,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.7062821909046917
15690188,631,France,Male,33,7,0.0,1,1,1,58043.02,1,30-45,Medium,Long-term,Zero-balance,Active,Has credit card,Churned,False,0.0,0.3089982260805467
15689425,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0,30-45,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.18612459445921342
15671766,599,France,Male,44,10,118577.24,1,1,1,31448.52,0,30-45,Medium,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.4630240440323541
15782806,718,Spain,Male,28,6,0.0,2,1,0,146875.86,0,<30,Medium,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.08948643820629278
15764419,730,France,Male,27,5,0.0,2,1,1,116081.93,0,<30,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.05965721629145133
15591915,533,France,Female,39,2,0.0,1,0,1,73669.94,1,30-45,Low,New,Zero-balance,Active,No credit card,Churned,False,0.0,0.47185697988259795
15772798,711,Spain,Female,28,5,0.0,2,1,1,93959.96,0,<30,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.11418844580751618
15792008,555,Spain,Female,26,9,0.0,2,0,1,158918.03,0,<30,Low,Long-term,Zero-balance,Active,No credit card,Retained,False,0.0,0.11564068644071464
15715541,850,France,Female,42,9,113311.11,1,1,1,198193.75,0,30-45,High,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.37953296377168355
15639277,678,France,Female,41,9,0.0,1,0,0,13160.03,0,30-45,Medium,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.5658630779066841
15798850,576,France,Male,32,7,0.0,2,1,0,4660.91,0,30-45,Low,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.08285094697950804
15776348,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1,<30,High,Mid-term,High-balance,Inactive,No credit card,Churned,True,124365.42,0.5661927554694293
15727696,592,France,Male,42,1,147249.29,2,1,1,63023.02,0,30-45,Medium,New,High-balance,Active,Has credit card,Retained,True,0.0,0.2776603578254671
15793813,774,France,Male,36,7,103688.19,1,0,1,118971.74,0,30-45,High,Long-term,High-balance,Active,No credit card,Retained,True,0.0,0.19123564462813292
15694395,620,France,Female,29,1,138740.24,2,0,0,154700.61,0,<30,Medium,New,High-balance,Inactive,No credit card,Retained,True,0.0,0.24997865752158055
15764195,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0,30-45,Low,Mid-term,High-balance,Active,Has credit card,Retained,True,0.0,0.22238099834716152
15744919,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0,30-45,Medium,New,High-balance,Active,Has credit card,Retained,True,0.0,0.22438528408074515
15671655,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1,30-45,High,Long-term,High-balance,Active,Has credit card,Churned,True,143966.3,0.24382223869936756
15654901,733,France,Male,51,10,141556.96,1,1,0,130189.53,0,46-60,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.7779510464328431
15649136,650,France,Female,43,6,0.0,2,1,1,16301.91,0,30-45,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.2560304329189477
15775562,538,France,Female,33,5,0.0,2,1,0,126962.41,0,30-45,Low,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.13902806508050486
15807481,577,France,Female,46,1,0.0,1,1,1,158750.53,0,46-60,Low,New,Zero-balance,Active,Has credit card,Retained,False,0.0,0.6756600296123217
15642885,792,France,Male,30,8,0.0,2,1,0,199644.2,0,30-45,High,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.11812356804773923
15789109,686,France,Female,41,10,0.0,1,1,1,144272.71,1,30-45,Medium,Long-term,Zero-balance,Active,Has credit card,Churned,False,0.0,0.5466031301599066
15814004,589,France,Male,29,2,0.0,2,0,1,98320.27,0,<30,Medium,New,Zero-balance,Active,No credit card,Retained,False,0.0,0.07139793100696878
15673619,530,France,Male,25,9,162560.32,1,1,0,64129.03,0,<30,Low,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.30972109881346777
15595135,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0,<30,High,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.5853194034390561
15583681,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0,30-45,Medium,Long-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.12012811330074454
15605000,550,France,Male,38,9,140278.99,3,1,1,171457.06,1,30-45,Low,Long-term,High-balance,Active,Has credit card,Churned,True,140278.99,0.8704418956068193
15718071,655,France,Female,51,3,0.0,2,0,1,15801.02,0,46-60,Medium,Mid-term,Zero-balance,Active,No credit card,Retained,False,0.0,0.35383003165469745
15679760,721,France,Male,46,1,115764.32,2,0,0,102950.79,0,46-60,Medium,New,High-balance,Inactive,No credit card,Retained,True,0.0,0.512161531758877
15654574,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0,30-45,Low,Mid-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.27081376177257144
15577178,511,France,Male,45,5,68375.27,1,1,0,193160.25,1,30-45,Low,Mid-term,Low-balance,Inactive,Has credit card,Churned,False,68375.27,0.7831398862776691
15595324,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1,30-45,Low,Mid-term,High-balance,Inactive,No credit card,Churned,True,117833.3,0.8394568380488086
15756932,696,Spain,Female,36,7,0.0,2,1,1,82298.59,0,30-45,Medium,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.12196155096956239
15726358,681,France,Male,34,7,0.0,2,0,0,130686.59,0,30-45,Medium,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.08758614906627141
15595228,815,France,Male,45,7,0.0,1,0,1,52885.23,1,30-45,High,Long-term,Zero-balance,Active,No credit card,Churned,False,0.0,0.5803965243233763
15782530,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0,30-45,Medium,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.3030639529029302
15592877,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0,30-45,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.5462224638248074
15651983,591,France,Female,56,9,128882.49,1,1,1,196241.94,1,46-60,Medium,Long-term,High-balance,Active,Has credit card,Churned,True,128882.49,0.5489767702905437
15746737,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,46-60,Low,Long-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.4814179608441013
15774179,487,France,Male,37,6,0.0,2,1,1,126477.41,0,30-45,Low,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.0771701370630998
15667265,729,France,Male,39,4,121404.64,1,1,1,159618.17,0,30-45,Medium,Mid-term,High-balance,Active,Has credit card,Retained,True,0.0,0.24907846390562113
15655123,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1,30-45,Low,Long-term,High-balance,Inactive,Has credit card,Churned,True,131355.3,0.8857554399896566
15595917,580,France,Female,35,1,102097.33,1,0,1,168285.85,0,30-45,Medium,New,High-balance,Active,No credit card,Retained,True,0.0,0.2833121660916812
15668385,642,France,Male,40,1,154863.15,1,1,1,138052.51,0,30-45,Medium,New,High-balance,Active,Has credit card,Retained,True,0.0,0.3428173555075218
15709476,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0,30-45,High,Mid-term,Low-balance,Inactive,Has credit card,Retained,False,0.0,0.31076473843354185
15711218,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0,30-45,Medium,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.39456684417623905
15798659,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0,30-45,Low,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.31687864074956495
15663939,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0,30-45,Low,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.4880220296274831
15694946,663,France,Male,35,9,0.0,2,1,1,195580.28,0,30-45,Medium,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.07038680297646595
15631912,840,France,Male,30,8,136291.71,1,1,0,54113.38,0,30-45,High,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.31572616661322006
15768816,570,Germany,Male,42,0,107856.57,2,1,0,127528.84,0,30-45,Low,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.5047299723220986
15682268,676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1,<30,Medium,New,High-balance,Inactive,No credit card,Churned,True,108348.66,0.6158997404422178
15684801,689,France,Male,47,1,93871.95,3,1,0,156878.42,1,46-60,Medium,New,Low-balance,Inactive,Has credit card,Churned,False,93871.95,0.8723915399806634
15636428,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1,30-45,Medium,New,Zero-balance,Inactive,Has credit card,Churned,False,0.0,0.8050843693769203
15809823,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0,<30,Low,New,High-balance,Inactive,No credit card,Retained,True,0.0,0.4523773746396109
15699284,584,France,Male,49,8,172713.44,1,1,0,113860.81,0,46-60,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.7363959371405596
15786993,810,France,Female,51,5,0.0,2,0,1,184524.74,0,46-60,High,Mid-term,Zero-balance,Active,No credit card,Retained,False,0.0,0.3688052583182743
15709441,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0,46-60,High,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.5273958878214677
15710257,625,France,Female,39,3,130786.92,1,0,1,121316.07,0,30-45,Medium,Mid-term,High-balance,Active,No credit card,Retained,True,0.0,0.3506265075713079
15582492,535,France,Female,29,2,112367.34,1,1,0,185630.76,0,<30,Low,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.3469413574219151
15575694,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0,30-45,Medium,Long-term,Low-balance,Inactive,Has credit card,Retained,False,0.0,0.5952098221672444
15756820,655,France,Female,26,7,106198.5,1,0,1,32020.42,0,<30,Medium,Long-term,High-balance,Active,No credit card,Retained,True,0.0,0.2309638381686227
15766289,751,France,Male,47,5,142669.93,2,1,0,162760.96,0,46-60,High,Mid-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.5160369256342588
15593014,525,France,Male,33,1,112833.35,1,0,1,175178.56,0,30-45,Low,New,High-balance,Active,No credit card,Retained,True,0.0,0.22092851287846846
15584545,532,France,Female,40,5,0.0,2,0,1,177099.71,0,30-45,Low,Mid-term,Zero-balance,Active,No credit card,Retained,False,0.0,0.2263088755536566
15675949,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0,30-45,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.2368837309934293
15672091,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0,30-45,High,New,High-balance,Inactive,No credit card,Retained,True,0.0,0.33738916832457927
15801658,580,France,Male,55,6,104305.74,1,0,1,175750.21,0,46-60,Medium,Mid-term,High-balance,Active,No credit card,Retained,True,0.0,0.569999827053788
15706185,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0,46-60,Medium,Mid-term,High-balance,Active,Has credit card,Retained,True,0.0,0.5075642301003979
15789863,683,France,Male,39,4,0.0,2,1,0,171716.81,0,30-45,Medium,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.13914030940861216
15720943,747,France,Female,45,1,114959.12,1,1,0,189362.39,1,30-45,High,New,High-balance,Inactive,Has credit card,Churned,True,114959.12,0.7520709594336177
15697997,602,France,Male,33,5,164704.38,1,0,1,180716.1,1,30-45,Medium,Mid-term,High-balance,Active,No credit card,Churned,True,164704.38,0.31004662709402764
15665416,779,France,Male,62,10,119096.55,1,0,1,116977.89,0,60+,High,Long-term,High-balance,Active,No credit card,Retained,True,0.0,0.40241211422672163
15660200,551,France,Male,31,1,0.0,2,1,1,185105.44,0,30-45,Low,New,Zero-balance,Active,Has credit card,Retained,False,0.0,0.0859526071875119
15619653,666,France,Male,47,2,0.0,1,1,0,35046.97,1,46-60,Medium,New,Zero-balance,Inactive,Has credit card,Churned,False,0.0,0.8167271200091847
15773447,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0,30-45,Low,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.34064695267465117
15739160,849,France,Female,41,9,115465.28,1,1,0,103174.5,0,30-45,High,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.5292388572653054
15689237,471,France,Female,27,4,0.0,2,1,0,122642.09,0,<30,Low,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.15264732715283025
15679297,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0,30-45,Medium,Mid-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.6663999482585296
15591433,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0,30-45,Medium,Long-term,Low-balance,Inactive,Has credit card,Retained,False,0.0,0.378924033784153
15642725,797,France,Male,32,10,114084.6,1,0,1,125782.29,0,30-45,High,Long-term,High-balance,Active,No credit card,Retained,True,0.0,0.15973930428194716
15701962,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0,<30,Medium,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.3126539822550746
15811613,588,France,Female,27,8,0.0,1,1,0,20066.38,0,<30,Medium,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.3741253419145994
15741049,577,France,Male,29,7,0.0,2,1,1,55473.15,0,<30,Low,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.07629136185628745
15724423,571,France,Female,38,6,107193.82,2,0,0,38962.94,0,30-45,Low,Mid-term,High-balance,Inactive,No credit card,Retained,True,0.0,0.30495094446472915
15574305,680,France,Male,36,3,116275.12,1,1,1,63795.8,0,30-45,Medium,Mid-term,High-balance,Active,Has credit card,Retained,True,0.0,0.2061526389806134
15678168,648,Spain,Female,27,7,0.0,2,1,1,163060.43,0,<30,Medium,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.13525082262983365
15697020,618,France,Male,39,2,91068.56,1,1,0,26578.69,0,30-45,Medium,New,Low-balance,Inactive,Has credit card,Retained,False,0.0,0.3430088291640107
15610801,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0,30-45,Medium,Mid-term,High-balance,Active,No credit card,Retained,True,0.0,0.61770036957772
15745232,759,France,Female,39,6,0.0,2,1,1,140497.67,0,30-45,High,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.16064024377815095
15722758,585,France,Male,40,7,0.0,2,0,0,146156.98,0,30-45,Medium,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.16731393853729148
15792102,774,France,Female,42,3,137781.65,1,0,0,199316.19,0,30-45,High,Mid-term,High-balance,Inactive,No credit card,Retained,True,0.0,0.5012716536541331
15675185,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,46-60,Medium,New,High-balance,Active,Has credit card,Retained,True,0.0,0.6525615182706314
15801247,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,30-45,Medium,Long-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.2515614717010967
15725660,676,France,Male,20,1,80569.73,1,0,0,68621.98,0,<30,Medium,New,Low-balance,Inactive,No credit card,Retained,False,0.0,0.2557542710911234
15638963,678,France,Female,22,4,174852.89,1,1,1,28149.06,0,<30,Medium,Mid-term,High-balance,Active,Has credit card,Retained,True,0.0,0.27712266114142
15800061,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,30-45,Low,Mid-term,Low-balance,Inactive,Has credit card,Churned,False,89158.94,0.9472082881789677
15578006,787,France,Female,85,10,0.0,2,1,1,116537.96,0,60+,High,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.19175773305657795
15668504,770,France,Male,36,2,89800.14,1,1,1,105922.69,0,30-45,High,New,Low-balance,Active,Has credit card,Retained,False,0.0,0.17284675057737325
15687491,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1,30-45,High,Long-term,High-balance,Inactive,No credit card,Churned,True,101207.75,0.8308453555764918
15610403,659,France,Male,43,1,106086.42,2,1,0,26900.63,0,30-45,Medium,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.420585342756674
15741094,693,France,Male,21,1,0.0,2,1,1,3494.02,0,<30,Medium,New,Zero-balance,Active,Has credit card,Retained,False,0.0,0.0860843841114146
15807909,744,France,Male,47,9,0.0,2,1,0,113163.17,0,46-60,High,Long-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.3698666545901657
15666141,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0,<30,High,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.15252373861451912
15617134,716,France,Male,38,4,0.0,2,1,0,189678.7,0,30-45,Medium,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.13730637025898193
15783029,671,France,Male,34,7,106603.74,2,1,1,26387.71,0,30-45,Medium,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.13275443185425564
15622833,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,<30,High,Long-term,High-balance,Inactive,No credit card,Retained,True,0.0,0.2746018823896238
15746422,636,France,Female,38,1,0.0,1,1,0,45015.38,0,30-45,Medium,New,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.45920219594367284
15750839,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0,<30,Medium,New,Low-balance,Active,Has credit card,Retained,False,0.0,0.24541373277338013
15749130,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0,<30,Medium,New,Low-balance,Active,Has credit card,Retained,False,0.0,0.1606473577725799
15779862,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,30-45,Medium,Mid-term,High-balance,Active,No credit card,Churned,True,133003.03,0.4837259744168385
15767871,784,Spain,Male,48,7,0.0,2,1,1,182609.97,0,46-60,High,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.2372819871459173
15679651,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0,30-45,High,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.346513249606621
15576219,615,France,Male,32,4,0.0,2,1,1,6225.63,0,30-45,Medium,Mid-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.07396962484805619
15699247,791,France,Female,44,5,0.0,2,1,1,123977.86,1,30-45,High,Mid-term,Zero-balance,Active,Has credit card,Churned,False,0.0,0.33676286353181273
15619087,762,France,Male,53,1,102520.37,1,1,1,170195.4,0,46-60,High,New,High-balance,Active,Has credit card,Retained,True,0.0,0.5022056200935782
15605327,607,France,Male,35,2,0.0,2,1,1,114190.3,0,30-45,Medium,New,Zero-balance,Active,Has credit card,Retained,False,0.0,0.08115363012205448
15610140,601,France,Female,34,5,0.0,2,1,0,27022.57,0,30-45,Medium,Mid-term,Zero-balance,Inactive,Has credit card,Retained,False,0.0,0.13319441001205307
15791174,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,60+,Low,New,Low-balance,Active,No credit card,Retained,False,0.0,0.2850853282854888
15602373,812,France,Male,44,4,115049.15,2,1,0,165038.41,0,30-45,High,Mid-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.35673385760397314
15762605,685,France,Male,58,1,104796.54,1,1,1,154181.41,0,46-60,Medium,New,High-balance,Active,Has credit card,Retained,True,0.0,0.4978604447589817
15598840,680,France,Male,33,1,123082.08,1,1,0,134960.98,0,30-45,Medium,New,High-balance,Inactive,Has credit card,Retained,True,0.0,0.2605963139718242
15744279,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0,46-60,Medium,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.2777839800794496
15670619,631,France,Female,33,8,0.0,2,0,0,117374.22,0,30-45,Medium,Long-term,Zero-balance,Inactive,No credit card,Retained,False,0.0,0.12768823895528394
15599533,569,France,Female,43,7,0.0,2,1,1,77703.19,0,30-45,Low,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.2611855565511442
15757837,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,30-45,Medium,Mid-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.11679833595117063
15697574,582,France,Female,40,9,0.0,3,1,1,60954.45,0,30-45,Medium,Long-term,Zero-balance,Active,Has credit card,Retained,False,0.0,0.6771578805126939
15578738,609,France,Male,32,7,71872.19,1,1,1,151924.9,0,30-45,Medium,Long-term,Low-balance,Active,Has credit card,Retained,False,0.0,0.18624667159292138
15762228,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0,30-45,Low,Mid-term,High-balance,Inactive,Has credit card,Retained,True,0.0,0.16407458159999477
15614827,503,France,Male,42,8,104430.08,1,1,1,147557.71,0,30-45,Low,Long-term,High-balance,Active,Has credit card,Retained,True,0.0,0.40545912027801484
